dataset,site,image_path,mask_path,mask_binary_path,mask_status_path
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44020133301.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44020133301_mask.png,../coral_project_outputs/normalized_masks\benthic_000951_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44020133401.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44020133401_mask.png,../coral_project_outputs/normalized_masks\benthic_000952_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44020133501.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44020133501_mask.png,../coral_project_outputs/normalized_masks\benthic_000953_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44020134001.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44020134001_mask.png,../coral_project_outputs/normalized_masks\benthic_000954_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44020134101.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44020134101_mask.png,../coral_project_outputs/normalized_masks\benthic_000955_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44020134201.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44020134201_mask.png,../coral_project_outputs/normalized_masks\benthic_000956_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44020134301.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44020134301_mask.png,../coral_project_outputs/normalized_masks\benthic_000957_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44020134601.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44020134601_mask.png,../coral_project_outputs/normalized_masks\benthic_000958_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44020134901.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44020134901_mask.png,../coral_project_outputs/normalized_masks\benthic_000959_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44020135601.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44020135601_mask.png,../coral_project_outputs/normalized_masks\benthic_000960_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44020135901.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44020135901_mask.png,../coral_project_outputs/normalized_masks\benthic_000961_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026217101.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026217101_mask.png,../coral_project_outputs/normalized_masks\benthic_000962_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026217201.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026217201_mask.png,../coral_project_outputs/normalized_masks\benthic_000963_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026217501.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026217501_mask.png,../coral_project_outputs/normalized_masks\benthic_000964_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026217601.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026217601_mask.png,../coral_project_outputs/normalized_masks\benthic_000965_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026217701.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026217701_mask.png,../coral_project_outputs/normalized_masks\benthic_000966_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026217801.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026217801_mask.png,../coral_project_outputs/normalized_masks\benthic_000967_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026218501.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026218501_mask.png,../coral_project_outputs/normalized_masks\benthic_000968_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026218701.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026218701_mask.png,../coral_project_outputs/normalized_masks\benthic_000969_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026218801.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026218801_mask.png,../coral_project_outputs/normalized_masks\benthic_000970_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026218901.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026218901_mask.png,../coral_project_outputs/normalized_masks\benthic_000971_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026219001.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026219001_mask.png,../coral_project_outputs/normalized_masks\benthic_000972_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026219301.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026219301_mask.png,../coral_project_outputs/normalized_masks\benthic_000973_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44026219401.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44026219401_mask.png,../coral_project_outputs/normalized_masks\benthic_000974_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44027002301.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44027002301_mask.png,../coral_project_outputs/normalized_masks\benthic_000975_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44027002401.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44027002401_mask.png,../coral_project_outputs/normalized_masks\benthic_000976_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44027002501.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44027002501_mask.png,../coral_project_outputs/normalized_masks\benthic_000977_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44027002601.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44027002601_mask.png,../coral_project_outputs/normalized_masks\benthic_000978_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44027002801.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44027002801_mask.png,../coral_project_outputs/normalized_masks\benthic_000979_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44027002901.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44027002901_mask.png,../coral_project_outputs/normalized_masks\benthic_000980_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44027003001.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44027003001_mask.png,../coral_project_outputs/normalized_masks\benthic_000981_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44027003101.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44027003101_mask.png,../coral_project_outputs/normalized_masks\benthic_000982_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44027003201.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44027003201_mask.png,../coral_project_outputs/normalized_masks\benthic_000983_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44027003301.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44027003301_mask.png,../coral_project_outputs/normalized_masks\benthic_000984_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44027005001.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44027005001_mask.png,../coral_project_outputs/normalized_masks\benthic_000985_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44034008901.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44034008901_mask.png,../coral_project_outputs/normalized_masks\benthic_000986_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44034009001.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44034009001_mask.png,../coral_project_outputs/normalized_masks\benthic_000987_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44034009101.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44034009101_mask.png,../coral_project_outputs/normalized_masks\benthic_000988_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44034009201.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44034009201_mask.png,../coral_project_outputs/normalized_masks\benthic_000989_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44034009301.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44034009301_mask.png,../coral_project_outputs/normalized_masks\benthic_000990_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\44034009901.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\44034009901_mask.png,../coral_project_outputs/normalized_masks\benthic_000991_binary.png,
benthic,SEAVIEW_PAC_USA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\images\desktop.ini,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\SEAVIEW_PAC_USA\masks_stitched\desktop.ini,,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_BC_PM_T1_29nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_BC_PM_T1_29nov24_CDaza_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_000993_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_BC_PM_T2_29nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_BC_PM_T2_29nov24_CDaza_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_000994_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_BC_PM_T3_29nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_BC_PM_T3_29nov24_CDaza_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_000995_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_BC_PP_T1_29nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_BC_PP_T1_29nov24_HBenavides_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_000996_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_BC_PP_T2_29nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_BC_PP_T2_29nov24_HBenavides_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_000997_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_BC_PP_T3_29nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_BC_PP_T3_29nov24_HBenavides_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_000998_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_BC_PSb_T1_29nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_BC_PSb_T1_29nov24_HBenavides_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_000999_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_BC_PSb_T2_29nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_BC_PSb_T2_29nov24_HBenavides_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001000_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_Gr_PM_T1_30nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_Gr_PM_T1_30nov24_CGomez_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001001_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_Gr_PM_T2_30nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_Gr_PM_T2_30nov24_CGomez_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001002_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_Gr_PM_T3_30nov24_CGomez_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_Gr_PM_T3_30nov24_CGomez_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001003_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_Gr_PP_T1_30nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_Gr_PP_T1_30nov24_HBenavides_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001004_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_Gr_PP_T2_30nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_Gr_PP_T2_30nov24_HBenavides_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001005_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_Gr_PP_T3_30nov24_HBenavides_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_Gr_PP_T3_30nov24_HBenavides_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001006_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_Gr_PSa_T1_30nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_Gr_PSa_T1_30nov24_CDaza_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001007_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_Gr_PSa_T2_30nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_Gr_PSa_T2_30nov24_CDaza_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001008_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_Gr_PSa_T3_30nov24_CDaza_corr.jpg,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_Gr_PSa_T3_30nov24_CDaza_corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001009_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_PB_PM_T1_19nov24_CGomez_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_PB_PM_T1_19nov24_CGomez_Corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001010_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_PB_PM_T2_19nov24_CGomez_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_PB_PM_T2_19nov24_CGomez_Corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001011_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_PB_PM_T3_19nov24_CGomez_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_PB_PM_T3_19nov24_CGomez_Corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001012_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_PB_PP_T1_19nov24_CGomez_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_PB_PP_T1_19nov24_CGomez_Corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001013_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_PB_PP_T2_19nov24_CGomez_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_PB_PP_T2_19nov24_CGomez_Corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001014_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_PB_PP_T3_19nov24_CGomez_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_PB_PP_T3_19nov24_CGomez_Corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001015_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_PB_PSA_T1_19nov24_HBenavides_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_PB_PSA_T1_19nov24_HBenavides_Corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001016_binary.png,
benthic,UNAL_BLEACHING_TAYRONA,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\images\C10_PB_PSA_T2_19nov24_HBenavides_Corr.JPG,G:/My Drive/jbg060/01_data.lnk/benthic_datasets/mask_labels/reef_support\UNAL_BLEACHING_TAYRONA\masks_stitched\C10_PB_PSA_T2_19nov24_HBenavides_Corr_mask.png,../coral_project_outputs/normalized_masks\benthic_001017_binary.png,
