dataset,site,image_resized,mask_resized
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_Gr_PM_T2_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C11_Gr_PM_T2_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_Gr_PM_T3_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C11_Gr_PM_T3_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_Gr_PP_T1_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C11_Gr_PP_T1_30nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_Gr_PP_T2_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C11_Gr_PP_T2_30nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_Gr_PP_T3_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C11_Gr_PP_T3_30nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_Gr_PSa_T1_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C11_Gr_PSa_T1_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_Gr_PSa_T2_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C11_Gr_PSa_T2_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C11_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_PB_PM_T1_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C11_PB_PM_T1_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_PB_PP_T1_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C11_PB_PP_T1_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_PB_PP_T2_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C11_PB_PP_T2_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_PB_PP_T3_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C11_PB_PP_T3_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_PB_PSA_T1_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C11_PB_PSA_T1_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_PB_PSb_T1_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C11_PB_PSb_T1_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_PB_PSb_T2_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C11_PB_PSb_T2_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C11_PB_PSb_T3_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C11_PB_PSb_T3_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_BC_PM_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C12_BC_PM_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_BC_PM_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C12_BC_PM_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_BC_PM_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C12_BC_PM_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_BC_PP_T3_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C12_BC_PP_T3_29nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_Gr_PM_T1_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C12_Gr_PM_T1_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_Gr_PM_T2_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C12_Gr_PM_T2_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_Gr_PM_T3_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C12_Gr_PM_T3_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_Gr_PP_T3_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C12_Gr_PP_T3_30nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_Gr_PSa_T1_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C12_Gr_PSa_T1_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_Gr_PSa_T2_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C12_Gr_PSa_T2_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C12_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_PB_PM_T1_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C12_PB_PM_T1_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_PB_PP_T1_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C12_PB_PP_T1_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_PB_PP_T2_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C12_PB_PP_T2_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_PB_PSA_T3_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C12_PB_PSA_T3_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_PB_PSb_T1_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C12_PB_PSb_T1_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C12_PB_PSb_T2_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C12_PB_PSb_T2_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_BC_PM_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C13_BC_PM_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_BC_PM_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C13_BC_PM_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_BC_PM_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C13_BC_PM_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_BC_PP_T3_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C13_BC_PP_T3_29nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_Gr_PM_T1_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C13_Gr_PM_T1_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_Gr_PM_T3_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C13_Gr_PM_T3_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_Gr_PP_T3_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C13_Gr_PP_T3_30nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_Gr_PSa_T1_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C13_Gr_PSa_T1_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C13_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_PB_PM_T1_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C13_PB_PM_T1_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_PB_PP_T2_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C13_PB_PP_T2_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C13_PB_PSb_T2_19nov24_HBenavides_Corr_img.png,../coral_project_outputs\resized_data\C13_PB_PSb_T2_19nov24_HBenavides_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C14_BC_PM_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C14_BC_PM_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C14_BC_PM_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C14_BC_PM_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C14_BC_PM_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C14_BC_PM_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C14_Gr_PM_T3_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C14_Gr_PM_T3_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C14_Gr_PP_T3_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C14_Gr_PP_T3_30nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C14_Gr_PSa_T1_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C14_Gr_PSa_T1_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C14_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C14_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C14_PB_PM_T1_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C14_PB_PM_T1_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C14_PB_PM_T3_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C14_PB_PM_T3_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C15_BC_PM_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C15_BC_PM_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C15_BC_PM_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C15_BC_PM_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C15_BC_PM_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C15_BC_PM_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C15_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C15_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C16_BC_PM_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C16_BC_PM_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C16_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C16_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C17_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C17_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C18_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C18_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C19_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C19_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_EM_T1_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_BC_EM_T1_29nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_EM_T2_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_BC_EM_T2_29nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_EM_T3_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_BC_EM_T3_29nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_EP_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_EP_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_EP_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_EP_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_EP_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_EP_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_ESa_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_ESa_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_ESa_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_ESa_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_ESa_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_ESa_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_ESb_T1_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_BC_ESb_T1_29nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_ESb_T2_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_BC_ESb_T2_29nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_ESb_T3_29nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_BC_ESb_T3_29nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PM_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PM_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PM_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PM_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PM_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PM_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PP_T1_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PP_T1_29nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PP_T2_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PP_T2_29nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PP_T3_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PP_T3_29nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PSa_T1_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PSa_T1_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PSa_T2_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PSa_T2_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PSa_T3_29nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PSa_T3_29nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PSb_T1_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PSb_T1_29nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PSb_T2_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PSb_T2_29nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_BC_PSb_T3_29nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_BC_PSb_T3_29nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gr_PM_T1_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gr_PM_T1_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gr_PM_T2_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gr_PM_T2_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gr_PM_T3_30nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gr_PM_T3_30nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gr_PP_T1_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_Gr_PP_T1_30nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gr_PP_T2_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_Gr_PP_T2_30nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gr_PP_T3_30nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_Gr_PP_T3_30nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gr_PSa_T1_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_Gr_PSa_T1_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gr_PSa_T2_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_Gr_PSa_T2_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gr_PSa_T3_30nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_Gr_PSa_T3_30nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_EM_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_EM_T1_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_EM_T2_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_EM_T2_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_EP_T1_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_EP_T1_27nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_EP_T2_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_EP_T2_27nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_EP_T3_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_EP_T3_27nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_ESa_T1_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_ESa_T1_27nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_ESa_T2_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_ESa_T2_27nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_ESa_T3_27nov24_HBenavides_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_ESa_T3_27nov24_HBenavides_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_ESb_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_ESb_T1_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_ESb_T2_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_ESb_T2_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_ESb_T3_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_ESb_T3_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PM_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PM_T1_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PM_T2_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PM_T2_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PM_T3_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PM_T3_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PP_T1_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PP_T1_27nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PP_T2_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PP_T2_27nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PP_T3_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PP_T3_27nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PSa_T1_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PSa_T1_27nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PSa_T2_27nov24_CDaza_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PSa_T2_27nov24_CDaza_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PSb_T1_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PSb_T1_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PSb_T2_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PSb_T2_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_Gy_PSb_T3_27nov24_CGomez_corr_img.png,../coral_project_outputs\resized_data\C1_Gy_PSb_T3_27nov24_CGomez_corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_PB_PM_T1_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C1_PB_PM_T1_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_PB_PM_T2_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C1_PB_PM_T2_19nov24_CGomez_Corr_mask.png
benthic,UNAL_BLEACHING_TAYRONA,../coral_project_outputs\resized_data\C1_PB_PM_T3_19nov24_CGomez_Corr_img.png,../coral_project_outputs\resized_data\C1_PB_PM_T3_19nov24_CGomez_Corr_mask.png
