source,location,image,mask_coral,status,coral_pixels,height,width,group_key,has_coral,split
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\17039237102.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\17039237102_coral.png,created,275626,1031,1031,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\17039237202.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\17039237202_coral.png,created,541819,1031,1031,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\17039237402.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\17039237402_coral.png,created,484695,1031,1031,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\17039237702.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\17039237702_coral.png,created,240126,1031,1031,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\17039237902.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\17039237902_coral.png,created,451894,1031,1031,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\17039238102.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\17039238102_coral.png,created,683218,1031,1031,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\17039238402.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\17039238402_coral.png,created,137879,1031,1031,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20001049701.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20001049701_coral.png,created,99690,1398,1398,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010147901.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010147901_coral.png,created,199708,1691,1691,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010148001.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010148001_coral.png,created,581036,1806,1806,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010148101.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010148101_coral.png,created,694710,2103,2103,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010148201.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010148201_coral.png,created,361459,2018,2018,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010148401.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010148401_coral.png,created,124186,1746,1746,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010148501.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010148501_coral.png,created,407945,2074,2074,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010148701.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010148701_coral.png,created,504437,2045,2045,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010148801.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010148801_coral.png,created,307027,1966,1966,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010149001.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010149001_coral.png,created,172408,2196,2196,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010149101.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010149101_coral.png,created,176388,2133,2133,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010149201.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010149201_coral.png,created,222171,2375,2375,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010149301.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010149301_coral.png,created,32852,1727,1727,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010149401.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010149401_coral.png,created,106735,1469,1469,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010149501.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010149501_coral.png,created,24887,1640,1640,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010149601.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010149601_coral.png,created,10806,1624,1624,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010149701.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010149701_coral.png,created,45892,1481,1481,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010149801.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010149801_coral.png,created,86493,1549,1549,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010149901.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010149901_coral.png,created,185378,1563,1563,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20010150001.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20010150001_coral.png,created,411769,1917,1917,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011030301.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011030301_coral.png,created,150110,1481,1481,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011045302.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011045302_coral.png,created,50042,880,880,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011049802.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011049802_coral.png,created,146419,1012,1012,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011059102.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011059102_coral.png,created,53252,964,964,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011070801.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011070801_coral.png,created,56883,1084,1084,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011070901.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011070901_coral.png,created,60107,1178,1178,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011071501.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011071501_coral.png,created,151362,1444,1444,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011074502.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011074502_coral.png,created,26308,916,916,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011077002.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011077002_coral.png,created,77555,981,981,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011081102.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011081102_coral.png,created,26673,909,909,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011083602.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011083602_coral.png,created,55914,868,868,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011087201.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011087201_coral.png,created,356872,1046,1046,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011093001.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011093001_coral.png,created,155931,1280,1280,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20011096001.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20011096001_coral.png,created,276184,1272,1272,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20012174802.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20012174802_coral.png,created,122191,919,919,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20014055701.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20014055701_coral.png,created,97600,1164,1164,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20014072301.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20014072301_coral.png,created,248944,1164,1164,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20014076801.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20014076801_coral.png,created,173779,1164,1164,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20015151402.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20015151402_coral.png,created,52154,994,994,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20015173002.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20015173002_coral.png,created,109852,877,877,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20015173305.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20015173305_coral.png,created,43065,776,776,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20015175202.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20015175202_coral.png,created,119281,1003,1003,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20015178801.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20015178801_coral.png,created,70831,949,949,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20015179502.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20015179502_coral.png,created,39800,809,809,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20015183501.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20015183501_coral.png,created,66872,1178,1178,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20015188501.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20015188501_coral.png,created,108064,1084,1084,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20015190301.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20015190301_coral.png,created,90036,973,973,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20015204202.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20015204202_coral.png,created,409026,902,902,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016207205.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016207205_coral.png,created,89561,837,837,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016211701.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016211701_coral.png,created,177334,1067,1067,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016214401.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016214401_coral.png,created,23023,985,985,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016216501.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016216501_coral.png,created,336740,1246,1246,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016218602.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016218602_coral.png,created,100689,807,807,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016225102.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016225102_coral.png,created,104727,886,886,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016230405.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016230405_coral.png,created,176546,776,776,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016233402.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016233402_coral.png,created,126130,969,969,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016241002.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016241002_coral.png,created,83013,741,741,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016241004.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016241004_coral.png,created,50263,741,741,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016241101.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016241101_coral.png,created,99549,1003,1003,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016248005.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016248005_coral.png,created,123543,760,760,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016248101.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016248101_coral.png,created,27384,1366,1366,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016248305.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016248305_coral.png,created,22617,821,821,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016263402.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016263402_coral.png,created,3735,800,800,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016272302.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016272302_coral.png,created,47070,784,784,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20016295302.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20016295302_coral.png,created,125091,973,973,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018115701.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018115701_coral.png,created,352446,1549,1549,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018116301.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018116301_coral.png,created,131843,798,798,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018116501.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018116501_coral.png,created,140507,941,941,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018117101.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018117101_coral.png,created,369431,1336,1336,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018117801.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018117801_coral.png,created,21673,809,809,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018118501.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018118501_coral.png,created,266836,909,909,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018119001.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018119001_coral.png,created,189070,1101,1101,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018119201.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018119201_coral.png,created,293323,1207,1207,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018119401.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018119401_coral.png,created,55074,973,973,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018119501.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018119501_coral.png,created,204125,1057,1057,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018119601.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018119601_coral.png,created,141216,1207,1207,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018120001.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018120001_coral.png,created,127342,1008,1008,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018120101.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018120101_coral.png,created,106770,739,739,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20018120501.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20018120501_coral.png,created,313247,1223,1223,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020013101.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020013101_coral.png,created,131080,1041,1041,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020013201.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020013201_coral.png,created,113255,960,960,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020017201.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020017201_coral.png,created,84887,1095,1095,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020018801.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020018801_coral.png,created,49464,1119,1119,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020024401.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020024401_coral.png,created,6395,964,964,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020025101.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020025101_coral.png,created,119350,1107,1107,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020025201.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020025201_coral.png,created,98433,1073,1073,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020025701.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020025701_coral.png,created,145932,1298,1298,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020027101.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020027101_coral.png,created,76831,1125,1125,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020027601.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020027601_coral.png,created,53980,949,949,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020027901.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020027901_coral.png,created,245665,1263,1263,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020028201.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020028201_coral.png,created,74564,1272,1272,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020028601.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020028601_coral.png,created,138526,1192,1192,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020032001.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020032001_coral.png,created,248153,1017,1017,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020033801.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020033801_coral.png,created,26987,916,916,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020035001.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020035001_coral.png,created,65019,1138,1138,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020035701.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020035701_coral.png,created,125876,1067,1067,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020041001.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020041001_coral.png,created,114447,1317,1317,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020041201.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020041201_coral.png,created,110866,1051,1051,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020043701.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020043701_coral.png,created,188473,1255,1255,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020044401.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020044401_coral.png,created,219330,1151,1151,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020045901.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020045901_coral.png,created,103799,1223,1223,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20020051001.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20020051001_coral.png,created,196846,1051,1051,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20021100201.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20021100201_coral.png,created,56679,919,919,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20021100301.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20021100301_coral.png,created,39660,1057,1057,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20021100401.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20021100401_coral.png,created,7705,1046,1046,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20021100501.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20021100501_coral.png,created,15730,859,859,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20021100601.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20021100601_coral.png,created,76232,1151,1151,reef_support::SEAVIEW_ATL,1,train
reef_support,SEAVIEW_ATL,benthic_data\reef_support\SEAVIEW_ATL\images\20021100701.jpg,benthic_data\reef_support\SEAVIEW_ATL\masks_coral\20021100701_coral.png,created,93809,1084,1084,reef_support::SEAVIEW_ATL,1,train
