dataset,site,image_resized,mask_resized
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\11004130302_img.png,../coral_project_outputs\resized_data\11004130302_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45034129701_img.png,../coral_project_outputs\resized_data\45034129701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15020224101_img.png,../coral_project_outputs\resized_data\15020224101_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15007185302_img.png,../coral_project_outputs\resized_data\15007185302_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45029192601_img.png,../coral_project_outputs\resized_data\45029192601_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001016706_img.png,../coral_project_outputs\resized_data\10001016706_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15020226801_img.png,../coral_project_outputs\resized_data\15020226801_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001024402_img.png,../coral_project_outputs\resized_data\10001024402_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006123201_img.png,../coral_project_outputs\resized_data\10006123201_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12005061401_img.png,../coral_project_outputs\resized_data\12005061401_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12023253501_img.png,../coral_project_outputs\resized_data\12023253501_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15022048101_img.png,../coral_project_outputs\resized_data\15022048101_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15006016001_img.png,../coral_project_outputs\resized_data\15006016001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10005017402_img.png,../coral_project_outputs\resized_data\10005017402_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006105602_img.png,../coral_project_outputs\resized_data\10006105602_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15015059001_img.png,../coral_project_outputs\resized_data\15015059001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15020223901_img.png,../coral_project_outputs\resized_data\15020223901_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15015062201_img.png,../coral_project_outputs\resized_data\15015062201_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12011036302_img.png,../coral_project_outputs\resized_data\12011036302_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026194501_img.png,../coral_project_outputs\resized_data\15026194501_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12021064602_img.png,../coral_project_outputs\resized_data\12021064602_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10019019402_img.png,../coral_project_outputs\resized_data\10019019402_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12012081502_img.png,../coral_project_outputs\resized_data\12012081502_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\35023134001_img.png,../coral_project_outputs\resized_data\35023134001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12027222501_img.png,../coral_project_outputs\resized_data\12027222501_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45018106701_img.png,../coral_project_outputs\resized_data\45018106701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001025602_img.png,../coral_project_outputs\resized_data\10001025602_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026114701_img.png,../coral_project_outputs\resized_data\15026114701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12023260802_img.png,../coral_project_outputs\resized_data\12023260802_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10025045601_img.png,../coral_project_outputs\resized_data\10025045601_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12027194201_img.png,../coral_project_outputs\resized_data\12027194201_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026163402_img.png,../coral_project_outputs\resized_data\15026163402_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10017074901_img.png,../coral_project_outputs\resized_data\10017074901_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45029193201_img.png,../coral_project_outputs\resized_data\45029193201_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45027025902_img.png,../coral_project_outputs\resized_data\45027025902_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10019001502_img.png,../coral_project_outputs\resized_data\10019001502_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\35023133901_img.png,../coral_project_outputs\resized_data\35023133901_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12027193901_img.png,../coral_project_outputs\resized_data\12027193901_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12025020701_img.png,../coral_project_outputs\resized_data\12025020701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025045101_img.png,../coral_project_outputs\resized_data\15025045101_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006112502_img.png,../coral_project_outputs\resized_data\10006112502_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\35023131401_img.png,../coral_project_outputs\resized_data\35023131401_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10005084205_img.png,../coral_project_outputs\resized_data\10005084205_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10008007302_img.png,../coral_project_outputs\resized_data\10008007302_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12005059201_img.png,../coral_project_outputs\resized_data\12005059201_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15015053201_img.png,../coral_project_outputs\resized_data\15015053201_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15020226301_img.png,../coral_project_outputs\resized_data\15020226301_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10005084302_img.png,../coral_project_outputs\resized_data\10005084302_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15006022401_img.png,../coral_project_outputs\resized_data\15006022401_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12025020601_img.png,../coral_project_outputs\resized_data\12025020601_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12021001802_img.png,../coral_project_outputs\resized_data\12021001802_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12021031802_img.png,../coral_project_outputs\resized_data\12021031802_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12011015302_img.png,../coral_project_outputs\resized_data\12011015302_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15020221901_img.png,../coral_project_outputs\resized_data\15020221901_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006111001_img.png,../coral_project_outputs\resized_data\10006111001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10023114702_img.png,../coral_project_outputs\resized_data\10023114702_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10025058701_img.png,../coral_project_outputs\resized_data\10025058701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12025020401_img.png,../coral_project_outputs\resized_data\12025020401_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12005060301_img.png,../coral_project_outputs\resized_data\12005060301_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15020225301_img.png,../coral_project_outputs\resized_data\15020225301_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025062301_img.png,../coral_project_outputs\resized_data\15025062301_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025046301_img.png,../coral_project_outputs\resized_data\15025046301_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026179301_img.png,../coral_project_outputs\resized_data\15026179301_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026102002_img.png,../coral_project_outputs\resized_data\15026102002_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\35031267102_img.png,../coral_project_outputs\resized_data\35031267102_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15022048001_img.png,../coral_project_outputs\resized_data\15022048001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006112801_img.png,../coral_project_outputs\resized_data\10006112801_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15020223501_img.png,../coral_project_outputs\resized_data\15020223501_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026103702_img.png,../coral_project_outputs\resized_data\15026103702_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025061101_img.png,../coral_project_outputs\resized_data\15025061101_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12001090502_img.png,../coral_project_outputs\resized_data\12001090502_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12027193301_img.png,../coral_project_outputs\resized_data\12027193301_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10005006202_img.png,../coral_project_outputs\resized_data\10005006202_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12001089802_img.png,../coral_project_outputs\resized_data\12001089802_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006116902_img.png,../coral_project_outputs\resized_data\10006116902_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45029191701_img.png,../coral_project_outputs\resized_data\45029191701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025020001_img.png,../coral_project_outputs\resized_data\15025020001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026126202_img.png,../coral_project_outputs\resized_data\15026126202_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45029192001_img.png,../coral_project_outputs\resized_data\45029192001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15022048501_img.png,../coral_project_outputs\resized_data\15022048501_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025026001_img.png,../coral_project_outputs\resized_data\15025026001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006093001_img.png,../coral_project_outputs\resized_data\10006093001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025045601_img.png,../coral_project_outputs\resized_data\15025045601_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15015011201_img.png,../coral_project_outputs\resized_data\15015011201_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45034128701_img.png,../coral_project_outputs\resized_data\45034128701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12021036902_img.png,../coral_project_outputs\resized_data\12021036902_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12012083402_img.png,../coral_project_outputs\resized_data\12012083402_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001037501_img.png,../coral_project_outputs\resized_data\10001037501_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025006601_img.png,../coral_project_outputs\resized_data\15025006601_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025061701_img.png,../coral_project_outputs\resized_data\15025061701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006106001_img.png,../coral_project_outputs\resized_data\10006106001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10022091602_img.png,../coral_project_outputs\resized_data\10022091602_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026113601_img.png,../coral_project_outputs\resized_data\15026113601_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026151601_img.png,../coral_project_outputs\resized_data\15026151601_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026127202_img.png,../coral_project_outputs\resized_data\15026127202_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15006026301_img.png,../coral_project_outputs\resized_data\15006026301_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12025018901_img.png,../coral_project_outputs\resized_data\12025018901_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10019019501_img.png,../coral_project_outputs\resized_data\10019019501_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10022087602_img.png,../coral_project_outputs\resized_data\10022087602_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12001091702_img.png,../coral_project_outputs\resized_data\12001091702_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12023258801_img.png,../coral_project_outputs\resized_data\12023258801_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026104702_img.png,../coral_project_outputs\resized_data\15026104702_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10020088801_img.png,../coral_project_outputs\resized_data\10020088801_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12025019401_img.png,../coral_project_outputs\resized_data\12025019401_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006121002_img.png,../coral_project_outputs\resized_data\10006121002_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15020224501_img.png,../coral_project_outputs\resized_data\15020224501_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45029191901_img.png,../coral_project_outputs\resized_data\45029191901_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10025044801_img.png,../coral_project_outputs\resized_data\10025044801_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12027222401_img.png,../coral_project_outputs\resized_data\12027222401_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12011032502_img.png,../coral_project_outputs\resized_data\12011032502_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12001091602_img.png,../coral_project_outputs\resized_data\12001091602_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026156802_img.png,../coral_project_outputs\resized_data\15026156802_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006106902_img.png,../coral_project_outputs\resized_data\10006106902_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006110801_img.png,../coral_project_outputs\resized_data\10006110801_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026116001_img.png,../coral_project_outputs\resized_data\15026116001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12021009205_img.png,../coral_project_outputs\resized_data\12021009205_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15006073201_img.png,../coral_project_outputs\resized_data\15006073201_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15007190302_img.png,../coral_project_outputs\resized_data\15007190302_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12001090702_img.png,../coral_project_outputs\resized_data\12001090702_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45029222401_img.png,../coral_project_outputs\resized_data\45029222401_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026135302_img.png,../coral_project_outputs\resized_data\15026135302_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026101001_img.png,../coral_project_outputs\resized_data\15026101001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12027193801_img.png,../coral_project_outputs\resized_data\12027193801_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006114502_img.png,../coral_project_outputs\resized_data\10006114502_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45034130201_img.png,../coral_project_outputs\resized_data\45034130201_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025028601_img.png,../coral_project_outputs\resized_data\15025028601_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12021012501_img.png,../coral_project_outputs\resized_data\12021012501_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45029192901_img.png,../coral_project_outputs\resized_data\45029192901_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001026402_img.png,../coral_project_outputs\resized_data\10001026402_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006102302_img.png,../coral_project_outputs\resized_data\10006102302_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\35023131601_img.png,../coral_project_outputs\resized_data\35023131601_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026124401_img.png,../coral_project_outputs\resized_data\15026124401_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006118901_img.png,../coral_project_outputs\resized_data\10006118901_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15022048701_img.png,../coral_project_outputs\resized_data\15022048701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10005024502_img.png,../coral_project_outputs\resized_data\10005024502_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001026502_img.png,../coral_project_outputs\resized_data\10001026502_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10020146102_img.png,../coral_project_outputs\resized_data\10020146102_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10005034103_img.png,../coral_project_outputs\resized_data\10005034103_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12021010302_img.png,../coral_project_outputs\resized_data\12021010302_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10005045402_img.png,../coral_project_outputs\resized_data\10005045402_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12005059701_img.png,../coral_project_outputs\resized_data\12005059701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10023117202_img.png,../coral_project_outputs\resized_data\10023117202_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12025020801_img.png,../coral_project_outputs\resized_data\12025020801_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10019081502_img.png,../coral_project_outputs\resized_data\10019081502_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001018802_img.png,../coral_project_outputs\resized_data\10001018802_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001024202_img.png,../coral_project_outputs\resized_data\10001024202_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001023002_img.png,../coral_project_outputs\resized_data\10001023002_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10022087502_img.png,../coral_project_outputs\resized_data\10022087502_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10008007102_img.png,../coral_project_outputs\resized_data\10008007102_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12001092002_img.png,../coral_project_outputs\resized_data\12001092002_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\35023132001_img.png,../coral_project_outputs\resized_data\35023132001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\35008008301_img.png,../coral_project_outputs\resized_data\35008008301_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45029221701_img.png,../coral_project_outputs\resized_data\45029221701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10005084202_img.png,../coral_project_outputs\resized_data\10005084202_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12005059302_img.png,../coral_project_outputs\resized_data\12005059302_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025060601_img.png,../coral_project_outputs\resized_data\15025060601_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\35028276701_img.png,../coral_project_outputs\resized_data\35028276701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\11004130202_img.png,../coral_project_outputs\resized_data\11004130202_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15015052901_img.png,../coral_project_outputs\resized_data\15015052901_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15015067001_img.png,../coral_project_outputs\resized_data\15015067001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\35008008401_img.png,../coral_project_outputs\resized_data\35008008401_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\11005125402_img.png,../coral_project_outputs\resized_data\11005125402_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001009005_img.png,../coral_project_outputs\resized_data\10001009005_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45029223001_img.png,../coral_project_outputs\resized_data\45029223001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10005089805_img.png,../coral_project_outputs\resized_data\10005089805_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15020224001_img.png,../coral_project_outputs\resized_data\15020224001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026126201_img.png,../coral_project_outputs\resized_data\15026126201_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001026802_img.png,../coral_project_outputs\resized_data\10001026802_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001023402_img.png,../coral_project_outputs\resized_data\10001023402_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10025048101_img.png,../coral_project_outputs\resized_data\10025048101_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006120102_img.png,../coral_project_outputs\resized_data\10006120102_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001022902_img.png,../coral_project_outputs\resized_data\10001022902_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\35030118302_img.png,../coral_project_outputs\resized_data\35030118302_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12001091402_img.png,../coral_project_outputs\resized_data\12001091402_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026117001_img.png,../coral_project_outputs\resized_data\15026117001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15006085101_img.png,../coral_project_outputs\resized_data\15006085101_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12021021501_img.png,../coral_project_outputs\resized_data\12021021501_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15020225601_img.png,../coral_project_outputs\resized_data\15020225601_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15015051601_img.png,../coral_project_outputs\resized_data\15015051601_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026122702_img.png,../coral_project_outputs\resized_data\15026122702_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006121301_img.png,../coral_project_outputs\resized_data\10006121301_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10005025802_img.png,../coral_project_outputs\resized_data\10005025802_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026100902_img.png,../coral_project_outputs\resized_data\15026100902_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10006114602_img.png,../coral_project_outputs\resized_data\10006114602_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45034129101_img.png,../coral_project_outputs\resized_data\45034129101_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026161502_img.png,../coral_project_outputs\resized_data\15026161502_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10005034102_img.png,../coral_project_outputs\resized_data\10005034102_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001019702_img.png,../coral_project_outputs\resized_data\10001019702_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10019060303_img.png,../coral_project_outputs\resized_data\10019060303_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10001026102_img.png,../coral_project_outputs\resized_data\10001026102_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15026117602_img.png,../coral_project_outputs\resized_data\15026117602_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15006087101_img.png,../coral_project_outputs\resized_data\15006087101_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10023118102_img.png,../coral_project_outputs\resized_data\10023118102_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\11005104401_img.png,../coral_project_outputs\resized_data\11005104401_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\10002003111_img.png,../coral_project_outputs\resized_data\10002003111_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12027192801_img.png,../coral_project_outputs\resized_data\12027192801_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12021039001_img.png,../coral_project_outputs\resized_data\12021039001_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12005061204_img.png,../coral_project_outputs\resized_data\12005061204_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025060701_img.png,../coral_project_outputs\resized_data\15025060701_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\15025046201_img.png,../coral_project_outputs\resized_data\15025046201_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\45034131101_img.png,../coral_project_outputs\resized_data\45034131101_mask.png
benthic,SEAVIEW_PAC_AUS,../coral_project_outputs\resized_data\12012086102_img.png,../coral_project_outputs\resized_data\12012086102_mask.png
